text_id,brand_id,brand_name,segment,country,source_type,page_name ,category,year_range,text,url,data_collected
tag_heuer_017,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,smartwatches/collections/tag_heuer_connected/45_mm,product_description,2023-present,"The TAG Heuer Connected Calibre E5 combines refined aesthetics, flawless technology, and the Swiss Maison’s entirely in-house digital experience. Built for performance, crafted for elegance: a digital heart with a mechanical soul.",https://www.tagheuer.com/in/en/smartwatches/collections/tag-heuer-connected/45-mm/SBT8A10.BT6366.html,2026-04-18
tag_heuer_018,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,smartwatches/collections/tag_heuer_connected/45_mm,product_description,2023-present,"The TAG Heuer Connected Calibre E5 redefines the smartwatch experience, blending timeless chronograph aesthetics with advanced technology. Showcasing a refined design with seamlessly integrated straps and a new case design featuring sharper lugs, this 45mm edition marks a new level of refinement in the TAG Heuer Connected Watch collection.",https://www.tagheuer.com/in/en/smartwatches/collections/tag-heuer-connected/45-mm/SBT8A80.BT6293.html,2026-04-20
tag_heuer_019,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_carrera,product_description,2023-present,"Introducing the TAG Heuer Carrera Day-Date in our signature blue, featuring the TH31-02 movement for an impeccable blend of performance and style. The sunray-brushed finish adds depth to this iconic design.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-carrera/41-mm-th31-02/WDA2112.BA0043.html,2026-04-20
tag_heuer_020,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_carrera,product_description,2022-present,"The new model features a shimmering white dial, arabic numeral indexes and blue hands, together with a day-date display at 3 o’clock, deliver the renowned legibility that defines the TAG Heuer Carrera collection.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-carrera/41-mm-calibre-5-automatic/WBN2019.BA0640.html,2026-04-20
tag_heuer_021,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_carrera,product_description,2024-present,"Inspired by one of TAG Heuer’s historic Seafarer timepieces, the TAG Heuer Carrera Chronograph Seafarer revives the Maison’s sailing legacy with a contemporary edge. Its bold marine-inspired design — enhanced by an additional textile strap with blue stitching - and new Calibre TH20-04 — featuring a tide indicator complication — capture the pioneering spirit that links sea and precision timing.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-carrera/42-mm-th20-04/CBS2016.EB0430.html,2026-04-20
tag_heuer_022,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_formula_1,product_description,2023-present,"The TAG Heuer Formula 1 Solargraph (38mm) delivers a bold, eye-catching look with its red TH-Polylight case. Designed for daring urban adventures, this exclusive timepiece blends vibrant colors and cutting-edge solar-powered technology, making it a standout in the TAG Heuer Formula 1 collection.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-formula-1/38-mm-th50-00/WBY1161.FT8086.html,2026-04-20
tag_heuer_023,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_formula_1,product_description,2022-present,"Speed into victory with the TAG Heuer Formula 1 Red Bull Racing Special Edition. The sportive look and dynamic design of this unique collection makes for a bold, action-packed chronograph that sets the pace by celebrating two great leaders.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-formula-1/43-mm-quartz-chronograph/CAZ101AL.FT8052.html,2026-04-20
tag_heuer_024,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_formula_1,product_description,2021-present,"Bold, fearless, and crafted for victory, the TAG Heuer Formula 1 Chronograph redefines precision and style. Built for motorsports enthusiasts, this dynamic timepiece merges high-performance materials with striking design details, embodying the audacious spirit of racing.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-formula-1/44-mm-calibre-16/CBZ2087.FT8107.html,2026-04-20
tag_heuer_025,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_aquaracer,product_description,2021-present,"The TAG Heuer Aquaracer Professional 300 Date embodies precision, elegance, and performance, crafted for modern explorers who embrace the depths of the ocean. Equipped with the Calibre 5 automatic movement, this dive watch delivers impeccable timekeeping with 38 hours of power reserve.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-aquaracer/36-mm-calibre-5-automatic/WBP231N.FT6234.html,2026-04-20
tag_heuer_026,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_aquaracer,product_description,2023-present,"Immerse yourself in the celestial allure of the northern lights with this TAG Heuer Aquaracer, equipped with the advanced Solargraph Calibre TH50-01. This elegant yet resilient 34 mm timepiece is tailored for the modern explorer, offering a blend of rugged adventure readiness and urban sophistication.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-aquaracer/34-mm-th50-01/WBP1315.BA0005.html,2026-04-20
tag_heuer_027,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_aquaracer,product_description,2022-present,"Elegance defines this TAG Heuer Aquaracer timepiece, showcasing the refined beauty of 18K 5N rose gold touches and the brilliance of shimmering diamonds. With its captivating smokey black mother-of-pearl dial and sleek stainless steel bracelet, this timepiece is ready to explore new horizons.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-aquaracer/30-mm-calibre-9-automatic/WBP2451.BA0622.html,2026-04-20
tag_heuer_028,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_monaco,product_description,2026,"Inspired by the original Monaco blue dial, this TAG Heuer Monaco is an absolute technical gem. Integrating for the first time an intricately skeletonised dial showcasing bold colours, it is the quintessential square-shaped watchmaking icon.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-monaco/39-mm-th20-00/CBL2182.FT6235.html,2026-06-05
tag_heuer_029,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_monaco,product_description,2023-present,"Bold avant-garde design features and irreverent looks make up this unique TAG Heuer Monaco. Its vivid turquoise touches stand out superbly against the black dial, while the technical Calibre TH20-00 ensures extreme precision. Fierce and unruly.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-monaco/39-mm-th20-00/CBL2184.FT6236.html,2026-04-20
tag_heuer_030,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_monaco,product_description,2023-present,"Paying homage to the rare and mythical all-black Monaco of the 70s, this TAG Heuer Monaco Special Edition is a must have for connoisseurs. A fiercely elegant 39mm titanium case coated with black DLC, houses the indomitable manufacture Calibre TH20-00.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-monaco/39-mm-th20-00/CBL2180.FC6497.html,2026-04-20
tag_heuer_031,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_monaco,product_description,2023-present,"Step into a world of bold innovation with this avant-garde TAG Heuer Monaco. A contemporary twist on a classic, this timepiece melds vibrant pink with sleek black in a striking skeleton design, embodying the daring spirit of today's trailblazers.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-monaco/39-mm-th20-00/CBL218B.FT6236.html,2026-04-20
tag_heuer_032,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_link/32_mm_quartz,product_description,2020-present,"A scintillating diamond edition (0.792 CT) of the Link Lady Quartz with a very feminine dial in luminous white mother of pearl. Feminine glamour, quartz-powered reliability and steel strength: the ideal watch for active women seeking style.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-link/32-mm-quartz/WBC1316.BA0600.html,2026-04-20
tag_hueer_033,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_link/32_mm_quartz,product_description,2020-present,"A classic three-hand automatic with a black dial and SLN white indexes. Stylishly elegant, the 41mm steel case is protected by virtually indestructible sapphire crystal double-sided with anti-reflective coating,",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-link/41-mm-calibre-5-automatic/WBC2110.BA0603.html,2026-04-20
tag_heuer_034,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,timepieces/collections/tag_heuer_link/32_mm_quartz,product_description,2020-present,"Glamour and elegance merge in this 32mm TAG Heuer Link. In addition to its iconic S-shaped bracelet, this watch has a sparkling black dial and index with diamonds (0.16 ct). The TAG Heuer logo, as well as the hands, have a rose gold finish.",https://www.tagheuer.com/in/en/timepieces/collections/tag-heuer-link/32-mm-quartz/WBC131F.BA0649.html,2026-04-20
tag_heuer_035,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,our_sunglasses/no_size/,product_description,2024-present,"The TAG Heuer Bolide Acetate sunglasses offer a casual chic interpretation of the Bolide collection’s spirit, defined by a refined balance of materials and finishes. Designed for daily wear, this model blends sporty heritage with a more relaxed, urban expression.",https://www.tagheuer.com/in/en/our-sunglasses/no-size/EWTHSBA000.html,2026-04-20
tag_heuer_036,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,our_sunglasses/no_size/,product_description,2024-present,"Step into the future of urban eyewear with these TAG Heuer Flex Titanium sunglasses. Meticulously crafted for the modern urbanite, these rimless sunglasses combine advanced materials and technical details to deliver unmatched comfort, style, and clarity amidst the hustle and bustle of city life.",https://www.tagheuer.com/in/en/our-sunglasses/no-size/EWTHSFT001.html,2026-04-20
tag_heuer_037,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,our_sunglasses/no_size/,product_description,2024-present,"Crafted for cyclists and runners, the Shield Pro sunglasses combine injected recycled graphite and bio nylon for robustness and lightness. Fit for any adventure, its ventilated, hingeless design and interchangeable lenses bring clarity and comfort on the go.",https://www.tagheuer.com/in/en/our-sunglasses/no-size/EWTHSSP000.html,2025-04-20
tag_heuer_038,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/formula1 solargraph campaign post,advertisement_copy,present,In mint condition to succeed.⁣,https://www.instagram.com/p/DXoR1_eDE1u/?img_index=1,2026-04-27
tag_heuer_039,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/motorsport collaboration campaign post,advertisement_copy,present,The eyes of a champion. ⁣,https://www.instagram.com/p/DXmWAEljOj-/?img_index=1,2026-04-27
tag_heuer_040,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/solargraph campaign post,advertisement_copy,present,Catch some rays the creative way.⁣,https://www.instagram.com/p/DXjxRuiCHjX/?img_index=1,2026-04-27
tag_heuer_041,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/motorsport campaign post,advertisement_copy,present,Game face on.⁣,https://www.instagram.com/p/DXhMduuDBod/?img_index=1,2026-04-27
tag_heuer_042,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/monaco heritage campaign post,advertisement_copy,present,Milestones in motion.⁣,https://www.instagram.com/p/DXPRwWHlX8I/?img_index=1,2026-04-27
tag_heuer_043,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/monaco design campaign post,advertisement_copy,present,Daring to reinvent the square. ⁣,https://www.instagram.com/p/DXPD-ihlhSv/?img_index=1,2026-04-27
tag_heuer_044,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/monaco innovation campaign post,advertisement_copy,present,Greatness thinking outside of the bo,https://www.instagram.com/p/DXOT-0mtJ4B/,2026-04-27
tag_heuer_045,tag_heuer,TAG Heuer,luxury_watch,Switzerland,website_copy,instagram/innovation post,advertisement_copy,present,Innovation with purpose. ⁣,https://www.instagram.com/p/DXGzRgNAcZl/,2026-04-27
patek_001,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,patek phillipe,heritage_legacy,1839-modern,"Owned by the Stern family since 1932, our Manufacture benefits  from full creative freedom, which allows us to design, develop and craft watches that connoisseurs consider to be the world's finest - as pledged by our founders Antonie Norbert de Patek and Jean Adrien Phillipe.",https://www.patek.com/en,2026-02-09
patek_002,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,rare handcrafts,craftsmanship,1839-modern,"We have been pursuing traditional Genevan watchmaking artistry without interruption since 1839, safeguarding rare handcrafts, such as enamelling and guillochage that would have otherwise disappeared.",https://www.patek.com/en,2026-02-09
patek_003,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,advanced research,innovation,1839-modern,"At the same time, we nurture a tradition of innovation, relying on the latest technologies to further push the boundaries of watchmaking.",https://www.patek.com/en,2026-02-09
patek_004,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,founders,heritage_legacy,1830s-1844,"Antoine Norbert de Patek, born in Poland, settled in Geneva in the 1830s, where he founded Patek, Czapek & Co. in 1839 with Franciszek Czapek. While attending the Industrial Exposition in Paris in 1844, he discovered Jean Adrien Philippe and his keyless winding system. He invited him to Geneva where they created Patek, Philippe & Cie.",https://www.patek.com/en/manufacture/a-story-of-independence/the-founders,2026-02-12
patek_005,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,our values,brand_values,1839-modern,"As the oldest and only remaining family-owned Geneva watchmaking company, we are determined to protect the freedom that we enjoy to control our own future, develop and build our movements and watches according to our own demands, and produce only those timepieces that reflect, in every respect, our quest for the exceptional.",https://www.patek.com/en/manufacture/a-story-of-independence/our-values,2026-02-12
patek_006,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,rare handcrafts,craftsmanship,modern,"Every year, our artisans create exceptional and often unique timepieces: pocket watches, wristwatches, and clocks. These pieces showcase traditional, declining skills that call upon the expertise of the few specialists who still master unparalleled techniques. Through their work, we highlight and preserve savoir-faire in peril, ensuring that the art of fine watchmaking continues to thrive for future generations.",https://www.patek.com/en/manufacture/artisans-of-time/rare-handcrafts,2026-02-12
patek_007,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,advanced research,technical_innovation,modern,"Silinvar®, a silicon-based material, brings groundbreaking advantages to watchmaking, including resistance to temperature fluctuations, lightweight properties, no need for lubrication, and non-magnetism. Our engineers have harnessed these properties to significantly enhance the reliability and precision of our movements.",https://www.patek.com/en/manufacture/a-tradition-of-innovation/advanced-research,2026-02-12
patek_008,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,grand complications,technical_mastery,modern,"At Patek Philippe, Grand Complications are the supreme test of our watchmaking expertise. They are mastered not only for their technical complexity, but also for their aesthetics and fine finishings.",https://www.patek.com/en/collection/grand-complications,2026-02-12
patek_009,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,finest timepieces,brand_prestige,1839-modern,"In line with the spirit of its founders, Patek Philippe has continued its mission to design and manufacture the finest watches in the world since 1839.",https://www.patek.com/en/manufacture/quality-and-fine-workmanship/the-finest-timepieces-in-the-world,2026-02-12
patek_010,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,patek phillpe sound,acoustic_mastery,modern,"In the Stern Family, the passion for chiming watches has been transmitted without interruption for four generations.",https://www.patek.com/en/manufacture/quality-and-fine-workmanship/the-patek-philippe-sound,2026-02-12
patek_011,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,quality and fine workmanship,manufacturing_mastery,modern,"We produce the internal and external components required for the creation of our exceptional timepieces. From movements to dials, cases or bracelets and everything in between, we master the entire development and production process, which allows us to ensure that our watches perfectly embodiment the quality we stand for.",https://www.patek.com/en/manufacture/quality-and-fine-workmanship/the-finest-timepieces-in-the-world,2026-02-12
patek_012,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,commitment to service,long_term_custodianship,modern,"The purpose of Patek Philippe International Customer Service is to guarantee a service of excellence all over the world. This includes our pledge to service, repair, or restore any Patek Philippe timepiece regardless of its age.",https://www.patek.com/en/service/our-commitment-to-service/our-commitment-to-service,2026-02-12
patek_013,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,anchored in geneva_andswitzerland,heritage_identity,1839-modern,"Since its founding, Patek Philippe has been expanding its footprint in Geneva and Switzerland - a historically rich and symbolic watchmaking soil.",https://www.patek.com/en/manufacture/a-story-of-independence/anchored-in-geneva-and-switzerland,2026-02-12
patek_014,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,inside patek phipllipe,family_ownweship,1932-modern,"Owned by the Stern family since 1932, our Manufacture benefits from full creative freedom, which allows us to design, develop and craft watches that connoisseurs consider to be the world's finest - as pledged by our founders Antoine Norbert de Patek and Jean Adrien Philippe.",https://www.patek.com/en,2026-02-12
patek_015,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,sustainability,corporate_responsibility,modern,"Preserving our heritage comes with a responsibility towards society, the environment and future generations. Much more than a simple commitment, sustainability is a value deeply rooted in our business culture. It is reflected in our decisions, our actions and our 10 core values, which guide us every step of the way. This founding spirit is expressed in our constant quest for perfection within the limits of and with respect for quality and resources.",https://www.patek.com/en/manufacture/sustainability,2026-021-12
patek_016,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,calatrava/5227j_001,product_description,2013-present,"A sleek round case, enhanced by fine curved scalloping from case-middle to lugs. The ivory lacquered dial is discreetly punctuated with hands and applied hour-markers in yellow gold. This yellow gold model reflects the minimalist spirit of Calatrava, with the addition of a highly refined detail: a sapphire case-back protected by a dust cover featuring an invisible hinge.",https://www.patek.com/en/collection/calatrava/5227j-001,2026-04-27
patek_017,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,calatrava/6007g_010,product_description,2020-present,"This uniquely styled Calatrava is distinguished by its youthful, modern spirit. The carbon pattern embossed in the center of the ebony black dial is echoed on the calfskin strap. Red accents on the minutes track and seconds hand are repeated on the strap stitching and lining of this timepiece powered by a self-winding movement.",https://www.patek.com/en/collection/calatrava/6007g-010,2026-04-27
patek_018,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,calatrava/7200_50g_012,product_description,2026-present,"Epitomizing feminine elegance, this Calatrava with its Officer’s-style case is adorned with a sunburst ice blue dial. The pearly ice blue alligator leather strap with white gold prong buckle echoes this refreshing tone, while the use of ultra-thin self-winding 240 caliber endows this timepiece with an extremely slim profile.",https://www.patek.com/en/collection/calatrava/7200-50g-012,2026-04-27
patek_019,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,gondolo/7042_100g_010,product_description,2023-present,"Featuring an Art Deco-style ""cushion"" case, this white gold Gondolo Haute Joaillerie combines diamonds in a variety of cuts (brilliant, baguette, trapeze, princess) with perfectly rounded Akoya pearls to create a highly refined setting. Beating inside is a mechanical manually wound movement visible through the sapphire case-back.",https://www.patek.com/en/collection/gondolo/7042-100g-010,2026-04-27
patek_020,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,gondolo/7042_100r_010,product_description,2023-present,Patek Philippe has combined the brilliance of diamonds with the shimmering reflections of Akoya pearls in an Haute Joaillerie model featuring a highly original precious geometry. The cushion-shaped rose gold case houses a mechanical manually wound movement visible through a transparent sapphire case-back. The refinement of a jewelry watch meets the beauty of mechanical watchmaking.,https://www.patek.com/en/collection/gondolo/7042-100r-010,2026-04-27
patek_021,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,gondolo/4962_200r_010,product_description,2024-present,"The new Gondolo Serata stands out with its sapphire crystal dial featuring an original zebra motif that creates stunning volume and depth effects. The rose gold case is set with 94 brilliant-cut spessartites (2.02 cts) arranged in a double color gradient covering a spectrum from cognac to tangerine tones, accentuating its daintily “waisted” profile and asymmetrical curves.",https://www.patek.com/en/collection/gondolo/4962-200r-010,2026-04-27
patek_022,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,golden_ellipse/5738r_001,product_description,2018-present,This large-sized Golden Ellipse marries the warm hue of rose gold with an ebony black sunburst dial enhanced by hands and applied hour-markers in rose gold: an “‘evening dress” that will delight aesthetes and connoisseurs alike. The ultra-thin self-winding movement endows the case with an elegantly slender profile.,https://www.patek.com/en/collection/golden-ellipse/5738r-001,2026-05-06
patek_023,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,golden_ellipse/5738p_001,product_description,2022-present,"A larger version launched for the 40e anniversary of the legendary Golden Ellipse (2008), this timepiece combines the brilliance of platinum with the elegance of a blue sunburst dial enhanced by applied gold hour-markers and slim gold hands. Featuring harmonious proportions inspired by the Golden Section, the case houses an ultra-thin self-winding movement.",https://www.patek.com/en/collection/golden-ellipse/5738p-001,2026-05-06
patek_024,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,golden_ellipse/5738p_001,product_description,2024-present,The timeless design of the Golden Ellipse is associated with the refined touch of Rare Handcrafts in a timepiece with a highly original face. The 18K gold dial plate is first hollowed out to form the cavities destined to receive the black Grand Feu enamel (champlevé enamel). The gold areas left in relief are then hand-engraved with plant-life and floral motifs.,https://www.patek.com/en/collection/golden-ellipse/5738-51g-001,2026-05-06
patek_025,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,cubitus/5821_1a_001,product_description,2024-present,"Patek Philippe reinvents the ""casual chic"" style in a steel Cubitus pairing a square-shaped case with rounded edges and a bracelet brimming with character. This modern, distinctive design is enhanced by alternating polished and vertical satin-brushed finishes. The dial with its horizontally embossed pattern features an elegant olive green color enlivened by a fine sunburst motif.",https://www.patek.com/en/collection/cubitus/5821-1a-001,2026-05-06
patek_026,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,cubitus/7128_1r_001,product_description,2025-present,"With a 40 mm diagonal suited to every wrist, this medium-sized rose gold Cubitus radiates a modern, assertive design, enhanced by alternating vertical satin-brushed and polished finishes. The self-winding movement reveals a central 21K gold rotor adorned with the same horizontally embossed pattern as the sunburst brown dial – a distinctive feature of Cubitus models.",https://www.patek.com/en/collection/cubitus/7128-1r-001,2026-05-06
patek_027,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,cubitus/5822p_001,product_description,2024-present,"To mark the birth of its Cubitus (2024) collection representing a unique blend of boldness and elegance, Patek Philippe unveils this complicated model with instantaneous large date, day and moon-phase displays (six patent applications). The original design of the platinum case featuring a baguette-set diamond at 6 o'clock is enhanced by the contrast between polished and vertical satin-brushed finishes.",https://www.patek.com/en/collection/cubitus/5822p-001,2026-05-06
patek_028,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,nautilus/7118_1200a_001,product_description,2021-present,"An unprecedented blend of class and casual elegance, this steel Ladies’ Automatic Nautilus combines a blue opaline dial featuring a dainty embossed wave pattern with a diamond-set bezel. Beating beneath it is a self-winding movement adorned with refined finishing visible through a transparent sapphire crystal case-back.",https://www.patek.com/en/collection/nautilus/7118-1200a-001,2026-05-06
patek_029,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,nautilus/7010_1g_013,product_description,2025-present,"This Ladies’ Nautilus with quartz movement, 32 mm-diameter case and white gold bracelet is distinguished by the azure blue color of its lacquered dial adorned with the collection’s typical wave pattern. The case design is enhanced by alternating satin-brushed and polished finishes. The bezel is lit up by a row of brilliant-cut diamonds.",https://www.patek.com/en/collection/nautilus/7010-1g-013,2026-05-06
patek_030,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,nautilus/5740_1g_001,product_description,2018-present,"The first Grand Complication in the Nautilus collection (2018), this white gold perpetual calendar features an original blend of sportiness and technical sophistication. Thanks to the presence of the famous ultra-thin self-winding Caliber 240 Q, the case retains the exceptional slimness that makes it the thinnest Patek Philippe perpetual calendar.",https://www.patek.com/en/collection/nautilus/5740-1g-001,2026-05-06
patek_031,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,aquanaut/5167a_001,product_description,2007-present,"The quintessence of the Aquanaut style, this steel model is distinguished by its dial with black embossed pattern and its strap in a matching composite material. The original volumes of the case and bezel are highlighted by alternating polished and satin-brushed finishes. The display of time is driven by a self-winding movement visible through the transparent sapphire crystal caseback.",https://www.patek.com/en/collection/aquanaut/5167a-001,2026-05-06
patek_032,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,aquanaut/5267_200a_001,product_description,2021-present,"Lit up by a row of diamonds adorning the bezel, this steel Aquanaut Luce is attired in an elegant, timelessly chic shade of black. The dial stands out for its sporty yet refined look thanks to the embossed Aquanaut pattern, along with luminescent white gold large hands and applied Arabic numerals.",https://www.patek.com/en/collection/aquanaut/5267-200a-001,2026-05-06
patek_033,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,aquanaut/5261r_001,product_description,2023-present,"The first Annual Calendar in the Aquanaut collection (2023), this self-winding rose gold model features a complete day/date/month calendar requiring only one manual correction per year, at the end of February. The ""contemporary sporty chic"" style is accentuated by the blue-gray color of the dial and the strap with its embossed Aquanaut motif.",https://www.patek.com/en/collection/aquanaut/5261r-001,2026-05-06
patek_034,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,twenty4/4910_1200a_001,product_description,2020-present,"Launched in 1999, the Twenty~4 quartz cuff-style watch has become the benchmark for feminine elegance. The original shape of the Art Deco-inspired rectangular two-tier case is highlighted by two rows of diamonds. The supple, comfortable bracelet – a veritable jewel enhanced by hand-polished finishes – is fitted with a fold-over clasp.",https://www.patek.com/en/collection/twenty4/4910-1200a-001,2026-05-06
patek_035,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,twenty4/7300_1200r_001,product_description,2018-present,"Dedicated to discerning women confident in their tastes, this rose gold Twenty~4 Automatic houses a mechanical movement in an elegant round case enhanced by a double row of diamonds set in magnificent style. Time is displayed with clarity and accuracy on a brown sunburst dial with rose gold hands and applied numerals.",https://www.patek.com/en/collection/twenty4/7300-1200r-001,2026-05-06
patek_036,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,twenty4/7340_1r_010,product_description,2025-present,"With its day/date/month displays by hands complemented by a moon-phase aperture, this self-winding Twenty~4 presents one of the most recognizable faces among Patek Philippe perpetual calendars. The rose gold case and bracelet are set off by a dial attired in an elegant sunburst olive green color that is both subtle and modern.",https://www.patek.com/en/collection/twenty4/7340-1r-010,2026-05-06
patek_037,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,pocket_watches/973j_001,product_description,2009-present,"Enhanced by the vintage touch of yellow gold, this pocket watch produced in small quantities is distinguished by its Lépine-style construction, with a winding crown at 12 o'clock and an extremely slender profile. The silvery dial with vertical satin-finish is punctuated by yellow gold hands and applied numerals, paragon of understated charm and legibility.",https://www.patek.com/en/collection/pocket-watches/973j-001,2026-05-06
patek_038,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,pocket_watches/980r_001,product_description,2009-present,"This hunter-style pocket watch with 3 o'clock crown and two hinged covers combines the spirit of classic construction with the contemporary shimmer of rose gold on the case, hands and applied numerals. The manually wound movement is crafted with all the precision and craftsmanship embodied by the Patek Philippe Seal.",https://www.patek.com/en/collection/pocket-watches/980r-001,2026-05-06
patek_039,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,pocket_watches/983j_001,product_description,2010-present,"In addition to the hour, minute and small seconds at 6 o'clock, this hunter-style pocket watch with crown at 3 o'clock and two hinged covers on the dial and case-back sides displays its 36-hour power reserve across an arc at 12 o'clock. The yellow gold case is paired with a silvery dial with vertical satin-finish punctuated by gold hands and applied numerals.",https://www.patek.com/en/collection/pocket-watches/983j-001,2026-05-06
patek_040,patek_phillipe,Patek Phillipe,luxury_watch,Switzerland,website_copy,instagram/golden ellipse chinese festival campaign,advertisement_copy,2025-present,"This limited edition of three Golden Ellipse wristwatches in yellow gold represents part of the painting “Qingming Festival on the Banks of the River” inspired from the original 12th-century piece by the Chinese artist Zhang Zeduan, measuring a gigantic 11.5 meters in length.",https://www.instagram.com/p/DXo3JFVjIZh/?img_index=1,2025-05-06
